transaction_id,customer_id,merchant_id,order_value,payment_method,product_category,quantity,account_age_days,previous_orders,previous_returns,previous_refunds,return_rate,rto_rate,days_since_last_order,orders_last_7_days,orders_last_30_days,address_change_count,device_account_count,shipping_distance_km,pincode_risk_score,delivery_attempts,historical_customer_risk,is_weekend,hour_of_day,customer_order_frequency,payment_failure_count,previous_chargebacks,previous_rto_count,label
RZ_100023,CUST_118431,MERCH_024,514.62,UPI,Fashion & Apparel,1,148,8,0,0,0.0,0.0,3,1,2,0,1,384.6,0.0732,0,0.03,0,22,1.62,1,0,0,0
RZ_100024,CUST_102747,MERCH_013,716.56,UPI,Beauty & Personal Care,2,25,1,0,0,0.0,0.0,3,0,2,0,1,526.7,0.3953,2,0.0,1,6,1.0,0,0,0,0
RZ_100025,CUST_100189,MERCH_018,598.97,UPI,Fashion & Apparel,1,36,0,0,0,0.0,0.0,20,0,1,2,1,740.8,0.2793,2,0.03,0,14,0.0,1,0,0,0
RZ_100026,CUST_119118,MERCH_012,5310.61,COD,Fashion & Apparel,4,83,2,1,1,0.5,0.5,12,1,1,0,1,856.4,0.1635,0,0.35,0,17,0.72,0,1,1,1
RZ_100027,CUST_103005,MERCH_008,3271.29,UPI,Electronics,1,94,4,0,0,0.0,0.0,3,0,1,0,1,1550.9,0.1856,1,0.0,0,21,1.28,0,0,0,0
RZ_100028,CUST_101899,MERCH_017,3620.9,COD,Footwear,1,168,3,0,0,0.0,0.0,51,0,2,0,1,1363.6,0.2104,2,0.0,1,13,0.54,0,0,0,0
RZ_100029,CUST_101267,MERCH_006,2566.63,COD,Fashion & Apparel,2,21,0,0,0,0.0,0.0,19,0,0,0,1,1169.5,0.2446,0,0.0,0,17,0.0,0,0,0,0
RZ_100030,CUST_117912,MERCH_016,2838.96,UPI,Electronics,1,118,6,0,0,0.0,0.0,5,0,4,1,1,179.3,0.2773,0,0.0,0,5,1.53,0,0,0,0
RZ_100031,CUST_111394,MERCH_024,494.54,COD,Beauty & Personal Care,1,154,1,0,0,0.0,0.0,6,0,1,0,1,634.0,0.5837,0,0.03,0,11,0.19,1,0,0,0
RZ_100032,CUST_103556,MERCH_024,8779.79,CREDIT_CARD,Electronics,1,41,0,0,0,0.0,0.0,11,2,3,0,1,402.2,0.15,0,0.03,0,4,0.0,1,0,0,0
RZ_100033,CUST_103890,MERCH_023,1957.97,CREDIT_CARD,Fashion & Apparel,1,245,14,0,0,0.0,0.0,25,0,0,1,1,557.7,0.1377,0,0.06,1,13,1.71,2,0,0,0
RZ_100034,CUST_108838,MERCH_023,2071.67,CREDIT_CARD,Beauty & Personal Care,5,12,0,0,0,0.0,0.0,38,0,1,0,2,674.4,0.2016,1,0.03,1,7,0.0,0,0,0,0
RZ_100035,CUST_114502,MERCH_014,3159.06,UPI,Home & Kitchen,1,4,0,0,0,0.0,0.0,13,0,1,0,1,595.0,0.5747,0,0.0,0,12,0.0,0,0,0,0
RZ_100036,CUST_110627,MERCH_010,4291.21,COD,Fashion & Apparel,2,198,7,0,0,0.0,0.0,2,0,0,0,1,495.8,0.3203,0,0.0,0,12,1.06,0,0,0,0
RZ_100037,CUST_108792,MERCH_025,115200.0,COD,Electronics,3,42,1,0,0,0.0,0.0,4,6,7,2,1,749.1,0.3925,0,0.0,0,4,0.71,0,0,0,1
RZ_100038,CUST_110555,MERCH_002,30670.84,NET_BANKING,Electronics,2,268,3,0,0,0.0,0.0,7,1,3,0,1,619.8,0.2851,0,0.0,1,18,0.34,0,0,0,0
RZ_100039,CUST_110253,MERCH_013,824.46,NET_BANKING,Fashion & Apparel,1,210,10,1,1,0.1,0.0,53,0,2,0,1,1742.0,0.2498,0,0.035,1,6,1.43,0,0,0,0
RZ_100040,CUST_108433,MERCH_001,2942.98,DEBIT_CARD,Beauty & Personal Care,5,349,8,4,4,0.5,0.375,14,1,2,3,4,930.9,0.4438,0,0.3962,1,15,0.69,0,0,3,1
RZ_100041,CUST_110233,MERCH_018,880.94,UPI,Footwear,1,88,1,0,0,0.0,0.0,6,0,1,0,1,955.0,0.0862,0,0.0,1,20,0.34,0,0,0,0
RZ_100042,CUST_111016,MERCH_014,632.22,UPI,Fashion & Apparel,1,224,14,0,1,0.0,0.0,18,0,0,0,1,751.7,0.8408,0,0.06,0,2,1.88,2,0,0,0
RZ_100043,CUST_102612,MERCH_003,438.49,COD,Beauty & Personal Care,1,258,14,0,0,0.0,0.0,17,0,2,0,1,450.1,0.5687,1,0.0,0,13,1.63,0,0,0,0
RZ_100044,CUST_115787,MERCH_015,4840.19,UPI,Electronics,1,185,14,1,1,0.0714,0.0,125,2,4,0,2,2800.0,0.1563,0,0.055,0,23,2.27,0,0,0,0
RZ_100045,CUST_117159,MERCH_009,2605.76,COD,Fashion & Apparel,1,296,22,0,0,0.0,0.0,1,0,1,0,1,1085.9,0.0508,0,0.0,0,5,2.23,0,0,0,0
RZ_100046,CUST_112206,MERCH_013,1403.55,COD,Fashion & Apparel,1,56,3,0,1,0.0,0.0,16,1,2,1,1,1276.9,0.1542,0,0.03,1,7,1.61,1,0,0,0
RZ_100047,CUST_108226,MERCH_023,28172.55,CREDIT_CARD,Electronics,1,17,0,0,0,0.0,0.0,8,1,3,1,1,1044.7,0.0467,0,0.03,0,4,0.0,1,0,0,0
RZ_100048,CUST_114541,MERCH_005,11115.3,COD,Footwear,2,105,8,0,0,0.0,0.0,26,0,1,0,1,503.1,0.2235,1,0.0,1,17,2.29,0,0,0,0
RZ_100049,CUST_103152,MERCH_005,11740.96,CREDIT_CARD,Electronics,3,9,0,0,0,0.0,0.0,37,0,4,0,1,484.7,0.154,0,0.03,0,23,0.0,1,0,0,0
RZ_100050,CUST_101585,MERCH_022,1089.82,COD,Fashion & Apparel,1,27,1,0,0,0.0,0.0,1,0,0,0,1,610.1,0.2911,0,0.06,0,9,1.0,2,0,0,1
RZ_100051,CUST_103943,MERCH_002,4009.35,COD,Home & Kitchen,3,305,6,1,1,0.1667,0.0,34,0,0,0,2,327.7,0.2266,0,0.0883,1,15,0.59,0,0,0,0
RZ_100052,CUST_119457,MERCH_001,1505.48,COD,Electronics,1,6,0,0,0,0.0,0.0,14,1,2,0,1,872.8,0.3235,0,0.0,0,12,0.0,0,0,0,0
RZ_100053,CUST_101021,MERCH_017,8055.8,CREDIT_CARD,Electronics,1,20,1,0,0,0.0,0.0,3,1,1,0,1,287.3,0.1285,0,0.0,0,11,1.0,0,0,0,0
RZ_100054,CUST_111653,MERCH_019,1573.88,UPI,Jewelry & Accessories,1,10,0,0,0,0.0,0.0,5,0,0,0,1,696.6,0.4457,0,0.0,0,5,0.0,0,0,0,0
RZ_100055,CUST_110805,MERCH_017,2332.9,CREDIT_CARD,Fashion & Apparel,4,139,5,1,1,0.2,0.0,10,0,1,0,1,542.5,0.0572,0,0.07,1,4,1.08,0,0,0,0
RZ_100056,CUST_113417,MERCH_009,153600.0,COD,Electronics,4,211,14,1,1,0.0714,0.0,18,0,3,0,1,971.6,0.2424,0,0.025,1,13,1.99,0,0,0,0
RZ_100057,CUST_107989,MERCH_010,5192.15,DEBIT_CARD,Electronics,2,119,1,0,0,0.0,0.0,9,0,1,0,1,94.7,0.4186,0,0.06,0,12,0.25,2,0,0,1
RZ_100058,CUST_109692,MERCH_015,4260.84,CREDIT_CARD,Electronics,1,171,11,5,5,0.4545,0.2727,32,1,2,3,4,348.4,0.2008,1,0.4045,0,8,1.93,2,2,3,1
RZ_100059,CUST_112990,MERCH_013,4267.89,COD,Jewelry & Accessories,1,170,7,1,1,0.1429,0.0,19,0,1,0,1,393.7,0.596,0,0.05,0,7,1.24,0,0,0,0
RZ_100060,CUST_106873,MERCH_021,6887.3,CREDIT_CARD,Electronics,2,19,1,0,0,0.0,0.0,16,1,2,0,1,409.2,0.13,1,0.0,1,6,1.0,0,0,0,0
RZ_100061,CUST_105675,MERCH_025,826.87,COD,Home & Kitchen,1,462,37,2,3,0.0541,0.027,47,0,1,0,1,248.1,0.6508,0,0.0284,1,21,2.4,0,0,1,0
RZ_100062,CUST_100161,MERCH_021,1625.61,NET_BANKING,Home & Kitchen,1,303,24,1,1,0.0417,0.0,62,0,2,0,1,1519.9,0.1701,0,0.0146,0,3,2.38,0,0,0,0
RZ_100063,CUST_104297,MERCH_017,1169.87,UPI,Fashion & Apparel,1,114,7,0,1,0.0,0.0,53,0,1,0,1,323.6,0.2906,0,0.03,0,10,1.84,1,0,0,0
RZ_100064,CUST_100995,MERCH_023,6646.01,UPI,Footwear,2,959,43,0,0,0.0,0.0,28,1,2,1,1,711.7,0.6792,0,0.0,0,6,1.35,0,0,0,1
RZ_100065,CUST_111534,MERCH_007,6034.16,COD,Electronics,1,76,1,0,1,0.0,0.0,6,1,2,1,1,213.0,0.2881,0,0.03,0,17,0.39,1,0,0,0
RZ_100066,CUST_107629,MERCH_004,13158.51,UPI,Fashion & Apparel,3,72,5,0,0,0.0,0.0,12,0,0,0,1,628.4,0.4261,2,0.0,1,3,2.08,0,0,0,0
RZ_100067,CUST_101016,MERCH_003,5909.34,COD,Fashion & Apparel,3,1080,80,0,0,0.0,0.0,13,0,1,0,1,108.7,0.1746,1,0.0,1,17,2.22,0,0,0,0
RZ_100068,CUST_108529,MERCH_001,4327.58,COD,Home & Kitchen,1,41,2,0,0,0.0,0.0,27,0,2,0,1,643.4,0.1202,0,0.0,1,10,1.46,0,0,0,0
RZ_100069,CUST_117262,MERCH_007,1685.68,UPI,Electronics,1,407,31,4,4,0.129,0.0,10,0,1,0,1,167.9,0.312,0,0.0451,0,22,2.29,0,0,0,0
RZ_100070,CUST_109268,MERCH_005,1148.04,COD,Footwear,1,80,2,0,0,0.0,0.0,26,0,0,0,1,585.5,0.2511,0,0.0,0,6,0.75,0,0,0,0
RZ_100071,CUST_112185,MERCH_017,1164.15,COD,Fashion & Apparel,1,53,2,0,0,0.0,0.0,8,0,1,0,1,519.0,0.2516,0,0.0,0,3,1.13,0,0,0,0
RZ_100072,CUST_106331,MERCH_017,7444.82,CREDIT_CARD,Electronics,1,254,2,0,0,0.0,0.0,22,1,1,0,1,521.8,0.0488,0,0.03,1,7,0.24,1,0,0,0
RZ_100073,CUST_108571,MERCH_015,10827.28,UPI,Electronics,2,154,3,0,0,0.0,0.0,30,0,1,0,1,1139.5,0.0426,3,0.0,1,8,0.58,0,0,0,0
RZ_100074,CUST_107208,MERCH_003,3567.47,COD,Beauty & Personal Care,3,1095,60,0,0,0.0,0.0167,1,0,0,0,1,446.4,0.269,0,0.0058,0,12,1.64,0,0,1,0
RZ_100075,CUST_105276,MERCH_003,2986.93,UPI,Footwear,1,23,0,0,0,0.0,0.0,44,1,3,0,1,1821.1,0.3328,2,0.0,0,16,0.0,0,0,0,0
RZ_100076,CUST_118446,MERCH_002,4971.24,COD,Jewelry & Accessories,1,1299,19,0,0,0.0,0.0,18,2,3,0,1,821.3,0.3185,0,0.0,0,21,0.44,0,0,0,1
RZ_100077,CUST_116448,MERCH_008,2118.76,COD,Footwear,1,259,14,1,1,0.0714,0.0714,1,1,4,0,1,475.8,0.5589,1,0.05,1,0,1.62,0,0,1,0
RZ_100078,CUST_116216,MERCH_013,3093.12,UPI,Fashion & Apparel,3,50,3,0,0,0.0,0.0,31,0,2,0,1,1546.0,0.3608,0,0.0,0,6,1.8,0,0,0,0
RZ_100079,CUST_108006,MERCH_024,1384.63,UPI,Footwear,1,564,4,2,2,0.5,0.5,38,1,3,1,4,421.2,0.1671,0,0.47,0,9,0.21,1,1,2,1
RZ_100080,CUST_102568,MERCH_006,3559.16,CREDIT_CARD,Beauty & Personal Care,4,98,4,0,1,0.0,0.0,8,0,3,0,1,50.1,0.1451,0,0.0,0,21,1.22,0,0,0,0
RZ_100081,CUST_102027,MERCH_005,7986.19,UPI,Electronics,1,434,27,0,0,0.0,0.0,1,0,1,0,1,1352.7,0.3166,0,0.0,0,9,1.87,0,0,0,0
RZ_100082,CUST_102695,MERCH_013,12176.33,CREDIT_CARD,Electronics,2,5,0,0,0,0.0,0.0,38,0,1,2,3,2178.6,0.1873,1,0.09,0,15,0.0,1,0,0,0
RZ_100083,CUST_115422,MERCH_022,4687.38,UPI,Fashion & Apparel,1,45,1,0,0,0.0,0.0,13,0,0,0,1,941.8,0.5297,0,0.0,0,11,0.67,0,0,0,0
RZ_100084,CUST_105258,MERCH_001,5169.95,COD,Fashion & Apparel,2,368,23,1,1,0.0435,0.0,20,1,2,0,1,745.3,0.1281,0,0.0152,0,5,1.87,0,0,0,0
RZ_100085,CUST_106736,MERCH_018,6322.03,CREDIT_CARD,Fashion & Apparel,3,164,11,0,0,0.0,0.0,10,1,3,1,1,140.7,0.5298,0,0.0,0,2,2.01,0,0,0,0
RZ_100086,CUST_100391,MERCH_007,2702.69,UPI,Home & Kitchen,1,401,28,2,2,0.0714,0.0,4,0,2,0,1,932.5,0.2559,0,0.025,0,10,2.09,0,0,0,0
RZ_100087,CUST_113986,MERCH_017,45692.32,COD,Electronics,4,480,27,3,3,0.1111,0.0,1,1,2,0,1,310.0,0.1319,0,0.0389,0,3,1.69,0,0,0,1
RZ_100088,CUST_112666,MERCH_008,590.69,UPI,Beauty & Personal Care,1,114,3,0,0,0.0,0.0,2,0,3,0,1,572.6,0.0987,2,0.0,0,13,0.79,0,0,0,0
RZ_100089,CUST_105892,MERCH_019,2443.65,COD,Fashion & Apparel,1,70,1,0,0,0.0,0.0,15,0,2,0,1,1413.1,0.1394,0,0.0,1,15,0.43,0,0,0,0
RZ_100090,CUST_103561,MERCH_016,3171.61,UPI,Footwear,1,58,4,0,0,0.0,0.0,97,0,0,0,1,1198.0,0.2915,0,0.03,1,7,2.07,1,0,0,0
RZ_100091,CUST_106184,MERCH_014,153600.0,UPI,Electronics,4,22,0,0,0,0.0,0.0,11,0,3,1,1,1548.8,0.3971,1,0.0,1,19,0.0,0,0,0,0
RZ_100092,CUST_119483,MERCH_020,7138.6,UPI,Jewelry & Accessories,2,172,13,0,0,0.0,0.0,22,1,2,0,1,1686.3,0.1905,0,0.0,1,14,2.27,0,0,0,0
RZ_100093,CUST_108392,MERCH_023,2851.5,UPI,Electronics,1,62,1,0,0,0.0,0.0,23,1,3,1,1,630.4,0.4487,0,0.06,1,13,0.48,2,0,0,0
RZ_100094,CUST_113067,MERCH_010,979.33,COD,Fashion & Apparel,1,115,3,0,0,0.0,0.0,19,1,2,0,1,191.1,0.6228,1,0.03,0,4,0.78,1,0,0,0
RZ_100095,CUST_115265,MERCH_023,896.71,COD,Footwear,1,775,10,1,1,0.1,0.0,14,0,1,0,2,587.7,0.3059,0,0.095,0,19,0.39,1,0,0,1
RZ_100096,CUST_119488,MERCH_002,795.77,UPI,Fashion & Apparel,1,211,5,0,0,0.0,0.0,6,1,3,1,1,486.1,0.2552,1,0.0,1,14,0.71,0,0,0,0
RZ_100097,CUST_102454,MERCH_021,1474.72,UPI,Footwear,1,209,14,8,8,0.5714,0.2143,6,2,6,2,2,488.2,0.372,1,0.335,0,18,2.01,1,0,3,0
RZ_100098,CUST_111837,MERCH_024,8536.78,UPI,Jewelry & Accessories,1,208,2,1,1,0.5,0.5,63,2,3,3,5,273.9,0.3198,0,0.53,0,17,0.29,2,0,1,1
RZ_100099,CUST_114039,MERCH_016,3717.47,COD,Electronics,1,127,2,0,0,0.0,0.0,51,0,1,1,1,1557.8,0.1011,1,0.0,0,4,0.47,0,0,0,0
RZ_100100,CUST_119115,MERCH_025,3214.09,COD,Fashion & Apparel,3,547,10,1,1,0.1,0.0,5,0,1,0,1,1008.0,0.4585,0,0.065,1,18,0.55,1,0,0,0
RZ_100101,CUST_110965,MERCH_013,10971.95,COD,Electronics,2,1482,80,2,2,0.025,0.0125,13,1,2,1,1,1009.0,0.0867,0,0.0431,0,7,1.62,1,0,1,0
RZ_100102,CUST_109762,MERCH_005,9347.3,UPI,Home & Kitchen,4,83,1,0,0,0.0,0.0,13,1,5,2,1,320.9,0.3425,0,0.0,0,19,0.36,0,0,0,0
RZ_100103,CUST_105056,MERCH_018,9810.54,COD,Electronics,1,86,0,0,0,0.0,0.0,16,0,0,1,1,1029.3,0.135,2,0.0,0,22,0.0,0,0,0,0
RZ_100104,CUST_114948,MERCH_020,903.24,UPI,Home & Kitchen,1,341,7,0,0,0.0,0.0,2,0,1,0,1,1320.0,0.3267,1,0.0,1,21,0.62,0,0,0,0
RZ_100105,CUST_108110,MERCH_011,536.93,UPI,Beauty & Personal Care,1,212,12,0,0,0.0,0.0,81,0,0,0,1,521.9,0.4278,0,0.0,1,2,1.7,0,0,0,0
RZ_100106,CUST_113773,MERCH_005,959.03,UPI,Beauty & Personal Care,2,246,6,0,0,0.0,0.0,50,0,3,0,1,1060.3,0.2604,0,0.0,1,1,0.73,0,0,0,0
RZ_100107,CUST_117412,MERCH_022,2660.13,COD,Fashion & Apparel,3,549,11,0,0,0.0,0.0,85,0,4,0,1,476.7,0.4035,0,0.0,0,11,0.6,0,0,0,0
RZ_100108,CUST_100502,MERCH_022,2380.31,UPI,Fashion & Apparel,1,52,3,0,0,0.0,0.0,22,0,0,0,1,1010.3,0.2338,1,0.03,0,17,1.73,1,0,0,0
RZ_100109,CUST_106910,MERCH_013,30995.05,UPI,Electronics,1,184,6,4,5,0.6667,0.1667,25,3,5,1,3,785.6,0.3505,0,0.4417,0,7,0.98,3,0,1,0
RZ_100110,CUST_112685,MERCH_001,4900.59,UPI,Fashion & Apparel,2,165,11,5,6,0.4545,0.3636,39,5,6,3,2,931.2,0.2849,0,0.3463,0,21,2.0,1,1,4,1
RZ_100111,CUST_100206,MERCH_006,1322.36,UPI,Footwear,1,10,0,0,0,0.0,0.0,14,1,3,0,1,335.2,0.314,1,0.0,1,22,0.0,0,0,0,0
RZ_100112,CUST_117868,MERCH_011,2165.36,COD,Fashion & Apparel,4,79,1,0,0,0.0,0.0,14,0,3,0,1,383.7,0.65,0,0.0,0,2,0.38,0,0,0,1
RZ_100113,CUST_115934,MERCH_010,1133.97,COD,Fashion & Apparel,2,242,2,0,0,0.0,0.0,66,0,0,1,1,808.2,0.4313,0,0.06,0,21,0.25,2,0,0,1
RZ_100114,CUST_117247,MERCH_001,15045.91,DEBIT_CARD,Electronics,1,306,12,0,0,0.0,0.0,2,0,2,0,1,806.7,0.2705,1,0.0,0,2,1.18,0,0,0,0
RZ_100115,CUST_119174,MERCH_016,5784.41,COD,Footwear,1,116,6,4,5,0.6667,0.1667,25,2,4,1,1,578.2,0.1611,0,0.3217,1,10,1.55,1,0,1,1
RZ_100116,CUST_108755,MERCH_013,4554.19,UPI,Home & Kitchen,1,37,2,0,0,0.0,0.0,43,1,2,2,1,239.8,0.0872,0,0.0,0,20,1.62,0,0,0,0
RZ_100117,CUST_112383,MERCH_021,12975.66,COD,Electronics,1,97,3,0,0,0.0,0.0,30,1,3,0,1,347.9,0.0982,1,0.0,1,3,0.93,0,0,0,1
RZ_100118,CUST_118141,MERCH_016,5997.51,UPI,Electronics,1,555,25,4,4,0.16,0.0,10,1,2,0,1,360.3,0.1975,0,0.056,0,19,1.35,0,0,0,0
RZ_100119,CUST_114820,MERCH_015,34673.51,UPI,Electronics,3,60,2,0,0,0.0,0.0,19,0,2,0,1,786.4,0.1063,1,0.0,0,10,1.0,0,0,0,0
RZ_100120,CUST_107574,MERCH_007,1127.58,UPI,Beauty & Personal Care,1,393,4,0,1,0.0,0.0,6,0,2,0,1,431.3,0.1777,0,0.0,0,15,0.31,0,0,0,0
RZ_100121,CUST_106374,MERCH_014,14604.33,COD,Electronics,1,23,1,0,0,0.0,0.0,28,0,1,0,2,679.9,0.5121,0,0.03,0,16,1.0,0,0,0,1
RZ_100122,CUST_101678,MERCH_024,6659.06,COD,Jewelry & Accessories,1,1049,80,2,3,0.025,0.0,3,0,3,0,1,614.3,0.1365,0,0.0087,0,21,2.29,0,0,0,0
RZ_100123,CUST_119626,MERCH_011,326.85,COD,Beauty & Personal Care,1,352,12,1,1,0.0833,0.0,36,1,2,0,2,930.8,0.1392,0,0.0592,0,1,1.02,0,0,0,0
RZ_100124,CUST_101059,MERCH_013,3007.23,UPI,Footwear,1,11,0,0,0,0.0,0.0,1,0,3,0,1,429.9,0.5461,0,0.0,1,14,0.0,0,0,0,0
RZ_100125,CUST_116198,MERCH_005,4093.89,CREDIT_CARD,Home & Kitchen,1,2,0,0,0,0.0,0.0,27,0,1,0,1,1146.6,0.4198,0,0.0,1,21,0.0,0,0,0,0
RZ_100126,CUST_109914,MERCH_018,9317.39,UPI,Electronics,2,704,56,9,9,0.1607,0.0,109,2,3,0,1,528.9,0.5511,0,0.0562,1,10,2.39,0,0,0,0
RZ_100127,CUST_119541,MERCH_003,9618.82,UPI,Fashion & Apparel,3,3,0,0,0,0.0,0.0,2,0,1,0,2,934.1,0.4679,1,0.03,1,2,0.0,0,0,0,0
RZ_100128,CUST_110817,MERCH_012,857.49,UPI,Fashion & Apparel,1,176,5,0,1,0.0,0.0,19,1,4,0,3,663.1,0.2992,0,0.06,0,9,0.85,0,0,0,0
RZ_100129,CUST_110921,MERCH_007,5441.82,CREDIT_CARD,Jewelry & Accessories,1,630,16,0,0,0.0,0.0,4,1,1,2,1,475.9,0.7869,0,0.03,0,3,0.76,1,0,0,0
RZ_100130,CUST_109789,MERCH_020,2749.86,UPI,Fashion & Apparel,2,803,23,1,1,0.0435,0.0,32,0,0,0,1,853.6,0.2936,1,0.0452,1,3,0.86,1,0,0,0
RZ_100131,CUST_116312,MERCH_015,613.7,CREDIT_CARD,Beauty & Personal Care,1,299,2,0,0,0.0,0.0,3,0,0,0,1,810.1,0.0843,1,0.03,0,9,0.2,1,0,0,0
RZ_100132,CUST_111252,MERCH_001,658.61,CREDIT_CARD,Beauty & Personal Care,1,80,1,0,0,0.0,0.0,4,0,1,0,1,930.0,0.5944,1,0.03,1,20,0.38,1,0,0,0
RZ_100133,CUST_102693,MERCH_019,1996.81,UPI,Home & Kitchen,2,73,2,0,0,0.0,0.0,2,1,2,1,1,1014.9,0.0856,0,0.03,0,22,0.82,1,0,0,0
RZ_100134,CUST_113931,MERCH_010,34237.06,UPI,Electronics,1,238,5,1,1,0.2,0.0,89,1,1,0,1,644.1,0.3861,0,0.07,1,13,0.63,0,0,0,0
RZ_100135,CUST_103627,MERCH_014,2078.11,UPI,Footwear,2,550,4,0,0,0.0,0.0,1,2,3,1,1,838.9,0.3523,1,0.03,0,14,0.22,1,0,0,0
RZ_100136,CUST_116157,MERCH_015,3321.14,UPI,Jewelry & Accessories,1,407,21,1,1,0.0476,0.0,24,2,2,0,1,1245.0,0.2223,0,0.0167,0,16,1.55,0,0,0,0
RZ_100137,CUST_110173,MERCH_002,573.86,CREDIT_CARD,Beauty & Personal Care,1,42,2,0,1,0.0,0.0,6,0,1,0,1,626.8,0.1525,0,0.0,0,4,1.43,0,0,0,0
